date,o,h,l,c,v,PE_Ratio,PB_Ratio,Turnover,60MA,30D_MA_slope,MA_bias,30D_CP_slope,MA_slope,bias,CP_slope,foreign_NetBuy_Sell,investment_NetBuy_Sell,dealer_NetBuy_Sell,foreign_holding,investment_holding,dealer_holding,Institutional_investors_holding,foreign_holding_ratio,investment_holding_ratio,dealer_holding_ratio,Institutional_investors_holding_ratio,macro_index,K9,MACD_Col,KD_HL,KD_Turn,KD_10_Slope,KD_30_Slope,KD_50_Slope,MACD_HL,MACD_Turn,MACD_Directions,MACD_Direction_Avg,MACD_Trends,MACD_Trend_Avg,RBK,Up,Down,Conti,Count,K_Pattern,Bullish_Hammer,Bullish_BeltHold,cross,inverted_Hammer,TYPE,TYPE2,TYPE2,forwardReturn_10D,forwardReturn_20D,forwardReturn_30D
20141218,8912.78,8946.42,8876.88,8878.63,5439449,14.3,1.67,0.35,8951.02,-4.46,-0.0081,1.35,Z-0D,Z-0D,Z+0D,-163953,10404,11986,179954842,4008357,4072687,188035886,37.59,0.81,0.64,39.04,101.93,12.42,-35.978,-1,1,-1.8288,-1.7774,-1.3463,-1,0,7,0,7,0,-0.0038,0.0038,0.0002,5,None,black_upper_shadows>_lower_shadows,0,0,0,0,up,up_start,up_start,0.048276592,0.029245503,0.054431821
20141219,8981.85,9035.77,8953.17,8999.52,6501121,14.5,1.69,0.42,8950.81,-4.35,0.0054,0.19,Z-0D,Z+0D,Z+0D,174972,30332,-26145,180159347,4039044,4048591,188246982,37.84,0.81,0.64,39.29,101.93,24.75,-28.601,0,0,-1.127,-1.1797,-0.2513,-1,1,8,0,0,-22.51,0.002,0.006,0.0052,1,5B,red_upper_shadows>_lower_shadows,0,0,0,0,up,up,0,0.030511627,0.019394368,0.043054518
20141222,9032.42,9099.85,9024.01,9095,5598240,14.6,1.71,0.31,8952.57,-4.19,0.0158,0.54,Z-0D,Z+0D,Z+0D,72165,29585,70141,180197538,4068535,4119487,188385560,37.85,0.81,0.65,39.31,101.93,45.01,-17.389,0,0,-0.4138,-0.5976,0.4883,-1,0,9,0,0,0,0.0069,0.0074,0.0078,2,None,red_lower_shadows>upper_shadows,0,1,0,0,up,up,0,-0.005130291,0.017228147,0.038892798
20141223,9123.78,9138.15,9093.43,9097.71,5028915,14.6,1.71,0.27,8954.85,-3.99,0.0158,0.79,Z-0D,Z+0D,Z+0D,48355,24461,16306,180224419,4095015,4135955,188455389,37.76,0.81,0.65,39.22,101.93,59.02,-7.715,0,0,0.1697,-0.0653,1.0927,-1,0,10,0,0,0,-0.0029,0.0016,0.0005,1,2R,black_upper_shadows>_lower_shadows,0,0,0,0,up,up,0,-0.001936751,0.024401745,0.045748875
20141224,9096.48,9186.18,9096.48,9186.18,5943071,14.8,1.73,0.32,8958.5,-3.73,0.0251,0.78,Z-0D,Z+0D,Z+0D,116090,47837,92320,179984581,4142788,4219093,188346462,37.7,0.81,0.65,39.16,101.93,72.68,2.338,0,0,0.6445,0.1808,1.2754,1,0,1,-21.13,1,0,0.0098,0.0098,0.0098,1,None,red_lower_shadows>upper_shadows,0,1,0,0,up,up,0,0.005644348,0.019957153,0.03547394
20141225,9186.83,9198.04,9153.77,9158.7,4364008,14.7,1.72,0.21,8961.31,-3.45,0.0218,0.91,Z-0D,Z+0D,Z+0D,57885,12052,-6544,180026514,4154905,4212640,188394059,37.66,0.81,0.65,39.12,101.93,78.26,8.685,0,0,0.8921,0.2746,1.7096,1,0,2,0,2,0,-0.0031,0.0012,0.0005,1,None,black_upper_shadows>_lower_shadows,0,0,0,0,up,up,0,0.006210488,0.034092175,0.032480592
20141226,9171.91,9214.07,9158.39,9214.07,3968724,14.8,1.73,0.21,8965.29,-3.12,0.0274,1.32,Z-0D,Z+0D,Z+0D,35162,20521,13724,180044556,4175445,4226445,188446446,37.69,0.81,0.65,39.15,101.93,85.51,14.227,1,0,1.1913,0.7017,1.5121,1,0,3,0,3,0,0.0046,0.0046,0.0061,1,None,red_lower_shadows>upper_shadows,1,1,0,0,up,up,0,-0.003882106,0.028608422,0.02251231
20141229,9216.43,9313.33,9216.43,9286.28,4867306,14.9,1.75,0.31,8970.35,-2.45,0.0346,0.76,Z-0D,Z+0.5D,Z+0D,204483,12742,26034,180342934,4189428,4259579,188791941,37.82,0.81,0.66,39.29,101.93,88.27,21.659,1,0,1.5806,0.9982,1.3985,1,0,4,0,4,0,0.0076,0.0105,0.0076,2,None,red_upper_shadows>_lower_shadows,0,0,0,0,up,up_end,up_end,-0.011420073,0.024190526,0.01894623
20141230,9299.1,9338.06,9262.7,9268.43,4315770,14.9,1.75,0.27,8974.14,-2.11,0.0323,0.96,Z-0D,Z+0.5D,Z+0D,49062,15597,-48327,180486575,4205103,4211555,188903233,37.78,0.81,0.65,39.24,101.93,86.15,25.586,1,-1,1.9465,0.7585,1.0737,1,0,5,0,5,0,-0.0033,0.0042,0.0006,1,2R,black_upper_shadows>_lower_shadows,0,0,0,0,hold,hold_start,hold_start,-0.011149677,0.017097826,0.024586688
20141231,9260.46,9307.26,9252.31,9307.26,3476528,15,1.66,0.22,8980.01,-1.75,0.0358,2.06,Z-0D,Z+0.5D,Z+0D,34108,-2658,-24172,180513478,4202445,4187583,188903506,37.77,0.8,0.65,39.22,101.93,87.5,27.07,1,1,1.9523,0.3735,0.6509,1,0,6,0,6,0,0.005,0.005,0.0059,1,None,red_lower_shadows>upper_shadows,1,1,0,0,hold,hold,0,-0.018154645,0.00587176,0.023879208
20150105,9292.31,9292.31,9182.02,9274.11,4852268,13.3,1.66,0.3,8985.14,-1.37,0.0317,2.93,Z-0D,Z+0.5D,Z+0D,-107049,27409,130490,180427192,4229854,4318087,188975133,37.69,0.8,0.66,39.15,101.76,82.95,23.883,1,-1,1.2094,0.1532,0.5485,1,-1,7,0,0,16.59,-0.002,0,0.01,1,None,black_without_upper_shadows,0,0,0,0,hold,hold,0,-0.010788097,0.012171518,0.038306641
20150106,9209.93,9209.93,9043.44,9048.34,6230286,13,1.62,0.42,8990.75,-0.98,0.0064,2.48,Z-0D,Z+0D,Z+0D,-371137,22027,-59140,180081227,4251880,4259519,188592626,37.45,0.8,0.65,38.9,101.76,55.85,9.571,0,0,0.2158,-0.3146,0.1672,1,0,8,0,0,0,-0.0177,0,0.0005,2,None,black_without_upper_shadows,0,0,0,0,hold,hold,0,0.022473736,0.044250106,0.071969002
20150107,9051.94,9108.66,9050.54,9080.09,5479104,13.1,1.62,0.37,8995.95,-0.58,0.0093,2.23,Z-0D,Z+0D,Z+0D,-158603,33924,15883,180208895,4285807,4275449,188770151,37.54,0.81,0.66,39.01,101.76,41.38,-0.747,0,0,-0.3551,-0.6523,-0.4222,-1,0,1,16.63,1,0,0.0031,0.0062,0.0033,1,2B,red_upper_shadows>_lower_shadows,0,0,0,0,hold,hold,0,0.026389606,0.047778161,0.05969214
20150108,9154.03,9246.62,9154.03,9238.03,6379855,13.3,1.65,0.41,9005.66,-0.16,0.0255,3.05,Z-0D,Z+0D,Z+0D,103079,23295,26526,180332859,4309262,4302225,188944346,37.7,0.81,0.66,39.17,101.76,49.6,1.363,0,1,-0.3821,-0.503,-0.4189,1,1,1,0,2,0,0.0091,0.0101,0.0091,2,None,red_upper_shadows>_lower_shadows,0,1,0,0,hold,hold,0,0.014232472,0.029662168,0.039329814
20150109,9247.4,9284.57,9215.58,9215.58,5433889,13.3,1.65,0.37,9015.36,0.3,0.022,3.97,Z+0D,Z+0D,Z+0D,-39497,38036,20251,180281942,4347293,4322359,188951594,37.53,0.81,0.66,39,101.76,52.54,3.13,0,0,-0.3985,-0.4636,-0.4433,1,0,2,0,3,0,-0.0034,0.004,0,1,2R,black_without_lower_shadows,0,0,0,0,hold,hold,0,0.027709596,0.026107961,0.042340254
20150112,9198.02,9229.65,9178.3,9178.3,4986250,13.2,1.64,0.32,9026.45,0.79,0.0167,4.78,Z+0D,Z+0D,Z+0D,-12255,10496,13283,180265533,4357788,4335822,188959143,37.44,0.81,0.66,38.91,101.76,50.28,1.047,0,-1,-0.531,-0.5414,-0.5586,1,-1,3,0,0,1.25,-0.0021,0.0034,0,2,None,black_without_lower_shadows,0,0,0,0,hold,hold,0,0.032617151,0.026497282,0.048312868
20150113,9162.77,9253.82,9161.71,9231.8,5392993,13.3,1.65,0.35,9035.92,1.29,0.0214,5.46,Z+0D,Z+0D,Z+0D,62061,14641,8706,180328427,4372429,4344579,189045435,37.43,0.81,0.66,38.9,101.76,54.83,1.149,0,1,-0.4762,-0.3912,-0.4952,1,1,4,0,1,0,0.0075,0.0099,0.0076,1,2B,red_upper_shadows>_lower_shadows,0,0,0,0,hold,hold,0,0.031390411,0.017537208,0.039352022
20150114,9235.9,9242.2,9161.71,9180.23,5384948,13.2,1.64,0.35,9044.68,1.79,0.0149,5.18,Z+0D,Z+0D,Z+0D,-157171,15401,18066,180205473,4387829,4362731,188956033,37.33,0.82,0.67,38.82,101.76,53.84,-1.047,0,-1,-0.4701,-0.128,-0.5024,-1,-1,1,1.67,2,0,-0.006,0.0007,0.002,1,None,black_lower_shadows>upper_shadows,0,0,0,0,hold,hold,0,0.036021973,0.030717095,0.050711148
20150115,9197.32,9219.43,9149.1,9165.09,5382422,13.2,1.64,0.34,9051.62,2.28,0.0125,5.71,Z+0D,Z+0D,Z+0D,-148140,9376,-3490,180087674,4397395,4359242,188844311,37.39,0.82,0.67,38.88,101.76,52.19,-3.783,0,0,-0.5167,-0.2598,-0.5029,-1,0,2,0,3,0,-0.0035,0.0024,0.0017,2,None,black_upper_shadows>_lower_shadows,0,0,0,0,hold,hold,0,0.028566004,0.036139307,0.043413649
20150116,9245.77,9256.86,9109.46,9138.29,6012830,13.1,1.63,0.44,9058.41,2.76,0.0088,6.42,Z+0D,Z+0D,Z+0D,-309330,-25286,-71010,179771658,4372195,4288589,188432442,37.61,0.81,0.66,39.08,101.76,47.91,-6.549,0,0,-0.5489,-0.4472,-0.5011,-1,0,3,0,4,0,-0.0117,0.0012,0.0032,3,None,black_lower_shadows>upper_shadows,0,0,0,0,hold,hold,0,0.024470661,0.042811073,0.043579269
20150119,9183.76,9247.09,9151.82,9174.06,5182409,13.2,1.64,0.34,9067.21,3.25,0.0117,7.27,Z+0D,Z+0D,Z+0D,94499,1057,-20811,179865633,4373402,4267519,188506554,37.77,0.81,0.65,39.23,101.76,49.53,-6.622,0,1,-0.1201,-0.4455,-0.3942,-1,0,4,0,5,0,-0.0011,0.0069,0.0024,4,None,black_upper_shadows>_lower_shadows,0,0,0,0,hold,hold_end,hold_end,0.023210007,0.049630153,0.038055125
20150120,9188.76,9259.31,9177.48,9251.69,5309477,13.3,1.65,0.32,9077.61,3.77,0.019,8.5,Z+0D,Z+0D,Z+0D,100178,-1736,10537,179943890,4371741,4282586,188598217,37.72,0.82,0.66,39.2,101.76,60.09,-3.566,0,0,0.373,-0.24,-0.2927,-1,1,5,0,0,-3.37,0.0068,0.0076,0.0081,1,4B,red_lower_shadows>upper_shadows,0,1,0,0,up,up_start,up_start,0.02129773,0.048407372,0.037215903
20150121,9283.79,9319.71,9275.68,9319.71,5645663,13.4,1.66,0.37,9086.71,4.28,0.0253,9.74,Z+0D,Z+0D,Z+0.5D,147216,-20659,-28385,180078065,4351091,4258553,188687709,37.89,0.81,0.66,39.36,101.76,73.39,2.917,0,0,0.3918,0.0751,-0.1087,1,0,1,-4.31,1,0,0.0039,0.0039,0.0047,2,None,red_lower_shadows>upper_shadows,1,1,0,0,up,up,0,0.020838631,0.032446289,0.027859236
20150122,9336.81,9386.56,9336.81,9369.51,5782453,13.5,1.67,0.36,9094.47,4.79,0.0298,10.54,Z+0D,Z+0.5D,Z+0.5D,196511,5451,51069,180287857,4357882,4310542,188956281,37.85,0.82,0.66,39.33,101.76,80.21,10.131,1,0,0.4231,0.4764,0.2415,1,0,2,0,2,0,0.0035,0.0053,0.0035,3,None,red_upper_shadows>_lower_shadows,0,1,0,0,up,up,0,0.015213176,0.024745157,0.015304963
20150123,9422,9471.8,9422,9470.94,6246156,13.6,1.69,0.44,9104.19,5.28,0.0395,11.72,Z+0D,Z+0.5D,Z+0.5D,232936,-3007,8010,180536868,4355626,4318933,189211427,38.16,0.82,0.66,39.64,101.76,86.73,19.728,1,0,0.5452,0.8213,0.3575,1,0,3,0,3,0,0.0052,0.0053,0.0052,4,None,red_upper_shadows>_lower_shadows,0,1,0,0,up,up,0,-0.001558451,0.014236179,0.007232651
20150126,9474.56,9478.53,9436.47,9477.67,4902893,13.6,1.69,0.33,9112.57,5.74,0.0393,12.84,Z+0.5D,Z+0.5D,Z+0.5D,22077,-1703,37893,180637094,4354419,4356826,189348339,38.24,0.82,0.67,39.73,101.76,91.08,24.867,1,0,0.5075,1.0438,0.4263,1,0,4,0,4,0,0.0003,0.0004,0.0044,5,None,red_lower_shadows>upper_shadows,0,0,1,0,up,up,0,-0.005926562,0.015199938,0.018544642
20150127,9505.56,9523.73,9471.19,9521.59,4972156,13.7,1.7,0.33,9121.18,6.17,0.043,13.75,Z+0.5D,Z+0.5D,Z+0.5D,133562,-959,4618,180750390,4353574,4361447,189465411,38.33,0.82,0.67,39.82,101.76,93.88,29.01,1,0,0.556,1.2847,0.7951,1,0,5,0,5,0,0.0017,0.0019,0.0053,6,None,red_lower_shadows>upper_shadows,0,0,0,0,up,up,0,-0.01343158,0.007719299,0.022594966
20150128,9503.2,9515.29,9471.31,9510.92,4709303,13.7,1.7,0.3,9129.88,6.56,0.0409,14.12,Z+0.5D,Z+0.5D,Z+0.5D,121145,-3660,18873,180869818,4350407,4380326,189600551,38.35,0.82,0.67,39.84,101.76,94.89,29.096,1,0,0.5978,1.6529,1.0706,1,0,6,0,6,0,0.0008,0.0013,0.0042,7,None,red_lower_shadows>upper_shadows,0,0,0,0,up,up,0,-0.00512043,0.014178439,0.025104827
20150129,9479.36,9482.13,9403.75,9426.9,4893263,13.6,1.68,0.31,9137.62,6.89,0.0312,12.85,Z+0.5D,Z+0.5D,Z+0.5D,-17879,-38061,-37263,180847667,4312485,4343136,189503288,38.23,0.81,0.66,39.7,101.76,87.91,22.753,1,-1,0.607,1.9667,0.7787,1,-1,7,0,0,19.29,-0.0055,0.0003,0.0025,1,7R,black_lower_shadows>upper_shadows,0,0,0,0,up,up,0,0.007362972,0.014435286,0.03513244
20150130,9452.85,9466.65,9361.91,9361.91,4681307,13.5,1.67,0.32,9145.46,7.17,0.0234,11.24,Z+0.5D,Z+0D,Z+0.5D,-50081,-9233,-33731,180801714,4303725,4309465,189414904,38.1,0.81,0.66,39.57,101.76,76.36,13.959,0,0,0.4329,1.8162,0.2373,1,0,8,0,0,0,-0.0097,0.0015,0,2,None,black_without_lower_shadows,0,0,0,0,up,up,0,0.01790233,0.018652177,0.039495146
20150202,9368.83,9410.43,9352.19,9386.99,4198821,13.2,1.68,0.27,9153.37,7.41,0.0252,10.41,Z+0.5D,Z+0D,Z+0.5D,43567,-22760,1984,180878667,4281048,4311627,189471342,38.18,0.81,0.66,39.65,101.57,65.86,6.797,0,0,0.0917,0.9787,-0.0775,1,0,9,0,0,0,0.0019,0.0044,0.0037,1,2B,red_upper_shadows>_lower_shadows,0,0,0,0,up,up,0,0.025820844,0.014508378,0.029918004
20150203,9394.47,9460.17,9394.47,9448.73,4540481,13.3,1.69,0.28,9160.02,7.61,0.031,10.47,Z+0.5D,Z+0.5D,Z+0.5D,74636,2086,17247,181072200,4283134,4330960,189686294,38.27,0.81,0.66,39.74,101.57,63.87,4.707,0,0,-0.1389,0.35,-0.1804,1,0,10,0,0,0,0.0058,0.007,0.0058,2,None,red_upper_shadows>_lower_shadows,0,1,0,0,up,up,0,0.026544308,0.015586222,0.018033111
20150204,9477.52,9533.88,9477.52,9513.92,5265102,13.4,1.7,0.36,9168.01,7.79,0.037,10.8,Z+0.5D,Z+0.5D,Z+0.5D,105789,-17049,23370,181604548,4266084,4354398,190225030,38.39,0.81,0.67,39.87,101.57,72.25,7.038,0,1,-0.1045,0.2023,-0.095,1,1,11,0,1,0,0.0038,0.0059,0.0038,3,None,red_upper_shadows>_lower_shadows,0,0,0,0,up,up,0,0.011370707,0.006877291,-0.001072113
20150205,9511.06,9517.42,9472.42,9512.05,4297455,13.4,1.7,0.27,9177.9,7.97,0.0358,11.55,Z+0.5D,Z+0.5D,Z+0.5D,101585,-8622,-10281,181730104,4257955,4344138,190332197,38.36,0.81,0.66,39.83,101.57,77.49,7.015,0,0,-0.1127,0.0641,-0.0568,1,-1,12,0,0,7.04,0.0001,0.0007,0.0042,4,None,red_lower_shadows>upper_shadows,0,0,1,0,up,up,0,0.009389143,9.04E-05,0.001032375
20150206,9521.88,9521.88,9448.65,9456.18,3930851,13.3,1.69,0.27,9185.82,8.11,0.029,11.61,Z+0.5D,Z+0.5D,Z+0.5D,67123,12443,-26139,181809112,4270402,4318072,190397586,38.25,0.8,0.66,39.71,101.57,70.74,3.818,0,-1,-0.2527,-0.101,-0.1662,1,0,13,0,0,0,-0.0069,0,0.0008,1,4R,black_without_upper_shadows,0,0,0,0,up,up,0,0.015819284,0.008804824,0.013775118
20150209,9465.12,9465.12,9413.18,9421.5,3552049,13.3,1.68,0.24,9193.13,8.24,0.0245,11.69,Z+0.5D,Z+0D,Z+0.5D,54827,-4716,-11323,181991116,4265703,4306992,190563811,38.28,0.8,0.66,39.74,101.57,59.88,-1.698,0,0,-0.4497,-0.3563,-0.3666,-1,0,1,13.99,1,0,-0.0046,0,0.0009,2,None,black_without_upper_shadows,0,0,0,0,up,up,0,0.021252454,0.024617099,0.009145041
20150210,9405.59,9435.07,9390.13,9393.7,3926336,13.2,1.68,0.28,9201.62,8.32,0.0207,11.53,Z+0.5D,Z+0D,Z+0.5D,99295,980,-22711,182054920,4266777,4284334,190606031,38.24,0.8,0.65,39.69,101.57,47.54,-7.531,0,0,-0.6911,-0.6188,-0.5339,-1,0,2,0,2,0,-0.0013,0.0031,0.0004,3,None,black_upper_shadows>_lower_shadows,0,0,0,0,up,up,0,0.021438837,0.036517027,0.021995593
20150211,9430.17,9488.72,9430.17,9462.22,4496931,13.3,1.69,0.35,9211.67,8.39,0.0268,12.2,Z+0.5D,Z+0D,Z+0.5D,94447,-2490,-12784,182133303,4264337,4273522,190671162,38.52,0.8,0.66,39.98,101.57,51.88,-7.825,0,1,-0.5274,-0.5072,-0.1651,-1,0,3,0,3,0,0.0034,0.0062,0.0034,1,3B,red_upper_shadows>_lower_shadows,0,0,0,0,up,up,0,0.019398196,0.03038082,0.018989201
20150212,9496.39,9500.35,9447.19,9496.31,3662319,13.4,1.7,0.28,9220.56,8.44,0.0295,12.89,Z+0.5D,Z+0.5D,Z+0.5D,139864,-2657,-16040,182262492,4261818,4257893,190782203,38.58,0.8,0.65,40.03,101.57,61.03,-6.75,0,0,-0.2241,-0.3603,-0.1033,-1,1,4,0,0,-5.68,0,0.0004,0.0052,1,None,black_lower_shadows>upper_shadows,0,0,1,0,up,up,0,0.007020622,0.027566497,0.007967305
20150213,9500.04,9542.09,9499.97,9529.51,3395867,13.4,1.7,0.28,9228.07,8.47,0.0321,13.96,Z+0.5D,Z+0.5D,Z+0.5D,222392,-7396,-46446,182440308,4254725,4212528,190907561,38.63,0.8,0.65,40.08,101.57,71.26,-3.835,0,0,0.0788,-0.1519,-0.0502,-1,0,5,0,0,0,0.0031,0.0044,0.0031,1,None,red_upper_shadows>_lower_shadows,0,1,0,0,up,up,0,0.000736659,0.021213053,0.00404323
20150224,9582.39,9638.48,9582.39,9629.37,4158918,13.6,1.72,0.41,9237.03,8.48,0.0416,15.35,Z+0.5D,Z+0.5D,Z+0.5D,181266,-68,23147,182650527,4255179,4235761,191141467,38.71,0.81,0.65,40.17,101.57,79.62,3.56,0,0,0.2204,0.3546,0.0292,1,0,1,-5.53,1,0,0.0049,0.0058,0.0049,2,None,red_upper_shadows>_lower_shadows,0,1,0,0,up,up,0,-0.01102772,0.003994031,-0.001211917
20150225,9655.72,9699.54,9653.77,9699.54,4754237,13.7,1.73,0.35,9246.65,8.47,0.0478,15.48,Z+0.5D,Z+0.5D,Z+0.5D,246120,-16339,31115,182898883,4239174,4267269,191405326,38.89,0.8,0.66,40.35,101.57,86.41,11.682,1,0,0.179,0.7363,0.1233,1,0,2,0,2,0,0.0045,0.0045,0.0047,3,None,red_lower_shadows>upper_shadows,1,1,0,0,up,up_end,up_end,-0.010674733,-0.008291115,-0.003404285
20150226,9687.48,9688.07,9610.59,9622.1,4438633,13.6,1.72,0.35,9255.09,8.45,0.0389,15.03,Z+0.5D,Z+0.5D,Z+0.5D,148096,2764,7624,183042740,4242190,4275264,191560194,38.75,0.8,0.66,40.21,101.57,82.6,12.11,1,-1,0.0639,0.51,0.1933,1,0,3,0,3,0,-0.0068,0.0001,0.0012,1,3R,black_lower_shadows>upper_shadows,0,0,0,0,hold,hold_start,hold_start,-0.004442897,-0.012302928,0.00209102
20150302,9665.11,9690.43,9588.36,9601.36,4459205,13.5,1.71,0.33,9263.07,8.42,0.0359,15.3,Z+0.5D,Z+0.5D,Z+0.5D,-20184,-26957,-672,183019293,4215379,4274660,191509332,38.76,0.8,0.66,40.22,101.33,77.82,10.031,0,0,0.0954,0.3928,0.4462,1,-1,4,0,0,9.12,-0.0066,0.0026,0.0014,2,None,black_upper_shadows>_lower_shadows,0,0,0,0,hold,hold,0,-0.009212237,-0.008279035,-0.006384512
20150303,9628.06,9642.95,9571.64,9605.77,4446559,13.5,1.72,0.31,9270.41,8.4,0.0355,15.28,Z+0.5D,Z+0.5D,Z+0.5D,77460,-20918,-1107,183102662,4194607,4273612,191570881,38.84,0.8,0.66,40.3,101.33,75.11,6.562,0,0,0.2266,0.4013,0.6774,1,0,5,0,0,0,-0.0023,0.0015,0.0036,3,None,black_lower_shadows>upper_shadows,0,0,0,0,hold,hold,0,-0.006905225,-0.002012332,0.005319719
20150304,9596.24,9635.18,9580.78,9621.73,4539190,13.5,1.72,0.3,9277.65,8.39,0.0364,14.94,Z+0.5D,Z+0.5D,Z+0.5D,108830,-25641,9260,183226881,4169154,4284877,191680912,38.87,0.8,0.66,40.33,101.33,73.78,3.804,0,0,0.4395,0.2969,0.8332,1,0,6,0,0,0,0.0027,0.004,0.0043,1,3B,red_lower_shadows>upper_shadows,0,1,0,0,hold,hold,0,0.003294626,-0.011855456,-0.005279716
20150305,9627.04,9631.04,9564.44,9595.09,4635461,13.5,1.71,0.31,9285.61,8.38,0.0328,14.59,Z+0.5D,Z+0.5D,Z+0.5D,-50476,-15365,-14370,183201718,4153950,4271657,191627325,38.86,0.8,0.66,40.32,101.33,68.72,-0.082,0,0,0.2811,0.244,0.9727,-1,0,1,7.96,1,0,-0.0033,0.0004,0.0032,1,None,black_lower_shadows>upper_shadows,0,0,0,0,hold,hold,0,0.014761717,0.00054507,-0.004402252
20150306,9587.59,9645.77,9574.55,9645.77,4783179,13.6,1.72,0.34,9295.79,8.38,0.037,14.05,Z+0.5D,Z+0.5D,Z+0.5D,87924,-13370,1117,183308719,4140682,4273736,191723137,38.8,0.8,0.66,40.26,101.33,70.17,-1.279,0,1,0.1396,0.296,1.3511,-1,0,2,0,2,0,0.006,0.006,0.0074,1,None,red_lower_shadows>upper_shadows,1,1,0,0,hold,hold,0,0.010773634,-0.000401212,-0.011589536
20150309,9617.04,9617.04,9549.76,9562.98,4400901,13.5,1.71,0.31,9302.25,8.37,0.0276,12.67,Z+0.5D,Z+0D,Z+0.5D,-185085,-9409,-4171,183115008,4131340,4269762,191516110,38.61,0.8,0.66,40.07,101.33,49.72,-6.236,0,-1,-0.3599,0.0371,1.3968,-1,0,3,0,3,0,-0.0056,0,0.0014,1,None,black_without_upper_shadows,0,0,0,0,hold,hold,0,0.020402636,0.000940084,0.005230587
20150310,9566.25,9583.78,9520.33,9536.53,4731733,13.4,1.7,0.34,9307.44,8.32,0.0243,10.75,Z+0.5D,Z+0D,Z+0.5D,-146060,-12007,-6523,182953589,4119550,4263492,191336631,38.57,0.8,0.66,40.03,101.33,36.16,-11.623,0,0,-0.7893,-0.3146,1.0686,-1,0,4,0,4,0,-0.0031,0.0018,0.0017,2,None,black_upper_shadows>_lower_shadows,0,0,0,0,hold,hold,0,0.020461321,0.003304137,0.027364251
20150311,9503.28,9561.81,9472.54,9523.18,5039427,13.4,1.7,0.35,9312.72,8.26,0.0223,8.82,Z+0.5D,Z+0D,Z+0D,-220070,-16789,22603,182719862,4102780,4286425,191109067,38.58,0.8,0.67,40.05,101.33,31.85,-16.665,0,0,-0.9981,-0.6348,0.2522,-1,0,5,0,5,0,0.0021,0.0061,0.0053,1,2B,red_upper_shadows>_lower_shadows,0,0,0,1,hold,hold,0,0.015189254,0.009925256,0.040963208
20150312,9537.23,9608.02,9530.74,9596,5614914,13.5,1.71,0.35,9319.53,8.2,0.0292,7.74,Z+0.5D,Z+0.5D,Z+0D,61217,15264,21784,182783222,4118488,4308628,191210338,38.61,0.8,0.67,40.08,101.33,40.12,-15.66,0,1,-0.7221,-0.6039,-0.115,-1,1,6,0,0,-7.18,0.0061,0.0074,0.0068,2,None,red_upper_shadows>_lower_shadows,0,1,0,0,hold,hold,0,0.002409337,0.007348895,0.039299708
20150313,9608.44,9633.51,9579.35,9579.35,4765228,13.5,1.71,0.32,9327.04,8.15,0.0267,6.87,Z+0.5D,Z+0D,Z+0D,-128225,-197,-28355,182658246,4118662,4280440,191057348,38.62,0.8,0.67,40.09,101.33,47.3,-14.222,0,0,-0.4979,-0.5281,-0.2214,-1,0,7,0,0,0,-0.003,0.0026,0,1,2R,black_without_lower_shadows,0,0,0,0,hold,hold,0,-0.007895108,0.006563076,0.039405596
20150316,9583.45,9590.76,9512.91,9512.91,4272083,13.4,1.7,0.3,9335.05,8.09,0.0189,5.79,Z+0.5D,Z+0D,Z+0D,-113316,-8138,15626,182547607,4111199,4296177,190954983,38.44,0.8,0.67,39.91,101.33,39.3,-17.067,0,-1,-0.6477,-0.7916,-0.6148,-1,-1,8,0,1,0,-0.0074,0.0008,0,2,None,black_without_lower_shadows,0,0,0,0,hold,hold,0,0.000941878,0.002854016,0.035837614
20150317,9555.1,9629.8,9539.44,9539.44,5065591,13.4,1.7,0.35,9343.83,8.06,0.0207,5.52,Z+0.5D,Z+0D,Z+0D,17697,-6166,-22068,182560672,4105410,4274171,190940253,38.53,0.79,0.66,39.98,101.33,39.07,-16.655,0,0,-0.6357,-0.8464,-0.6947,-1,1,9,0,0,-17.07,-0.0016,0.0078,0,3,None,black_without_lower_shadows,0,0,0,0,hold,hold,0,0.004926914,0.012309947,0.029415773
20150318,9563.74,9653.43,9561.5,9653.43,5546830,13.6,1.72,0.38,9354.26,8.04,0.0315,6.01,Z+0.5D,Z+0.5D,Z+0D,202587,-3852,-24861,182776691,4101849,4249374,191127914,38.75,0.79,0.66,40.2,101.33,59.38,-11.71,0,1,-0.1461,-0.4581,-0.3647,-1,0,10,0,0,0,0.0093,0.0093,0.0096,1,3B,red_lower_shadows>upper_shadows,1,1,0,0,hold,hold,0,-0.015100332,-0.008546185,0.019848903
20150319,9668.01,9745.59,9668.01,9736.73,6277815,13.7,1.74,0.42,9366.78,8.05,0.0387,7.25,Z+0.5D,Z+0.5D,Z+0D,191698,-7157,31405,182956838,4094715,4280917,191332470,38.78,0.79,0.68,40.25,101.33,71.84,-2.697,0,0,0.0235,-0.2783,-0.206,-1,0,11,0,0,0,0.0071,0.008,0.0071,2,None,red_upper_shadows>_lower_shadows,0,1,0,0,hold,hold,0,-0.014009837,-0.01888519,0.008565504
